team_home,team_away,goals_home,goals_away,season,league_division
Kullervo/Mosaic,FC POHU/SiPa,0,1,2023,6
HeMan,Käpylä Maanantai,2,3,2023,6
FC Viikingit/S.C.P Legends,FC Kontu/TDJ,2,1,2023,6
KäPa/NoLe,FC Nile,3,3,2023,6
Ponnistus/Peruskallio,HJK/Töölön Ihme,4,2,2023,6
FC Germania/Akademie,Kurvin Vauhti/Partiz,2,3,2023,6
Veijarit,HerTo/3,0,0,2023,6
Wartti/Wild Boars,MLHF,0,2,2023,6
FC POHU/Atl Koffari,Tavastia/FC Mojo,5,3,2023,6
AFC EMU,FC ST4Y,2,3,2023,6
JaVo,FC Loviisa/2,1,1,2023,6
CLE/B,Polin Pallo,1,8,2023,6
Kurvin Vauhti/Partiz,HeMan,1,5,2023,6
FC Vantaa,MK-United,1,3,2023,6
Kullervo/Mosaic,FC Germania/Akademie,6,0,2023,6
TiPS/Legends,KoPa,3,3,2023,6
HausPa,JäPS/United,5,3,2023,6
PaPe,Flamingo United,4,2,2023,6
HPS/Jägers,FC FC,0,1,2023,6
PiTa,KPPK,0,2,2023,6
FC Tuusula,HAlku/FC,2,3,2023,6
FC Villisiat,Iitin Pallo-68,4,0,2023,6
FC Kontu/Kupa,FC ST4Y,4,4,2023,6
FC Degis,PK-35/Legendat,1,0,2023,6
Andalus FC,AFC EMU,4,0,2023,6
KeiKa,FC Kapina/2,3,0,2023,6
HooGee/Hodari,Trikiinit,3,1,2023,6
Ponnistus/Kermaa,FC Eagles,2,4,2023,6
FC Samba,Vermo Vikings,1,0,2023,6
HJK/Töölön Ihme,FC POHU/SiPa,2,4,2023,6
ViTa,Kilo IF/1,0,1,2023,6
FC LP,Hukat,0,13,2023,6
Vietfin FC,PPS/Diablos Rojos,5,4,2023,6
Jäntevä/Ukot,MyPa/FC,6,1,2023,6
HiHi,HaPK Edustus/2,1,2,2023,6
ViSa,FC Etapo,1,1,2023,6
Strikers/Bertil,HePuLi,2,1,2023,6
Flamingo United,HP-47,4,1,2023,6
FC Nile,Käpylä Maanantai,4,1,2023,6
AC StaSi,ToTe/Keparoi,0,2,2023,6
HDS/Express,Gilla FC,2,6,2023,6
LJS/Reservi,KJS/Sininen,4,5,2023,6
Kulps,KäPa/3,9,1,2023,6
Pelikaani,FCFJ,1,1,2023,6
FC Honka/Leopardit,Kilo IF/3,5,1,2023,6
LePa/Via Alberga,Länsiväylän Dynamo,1,1,2023,6
Naseva,LIK,10,0,2023,6
Geishan Pallo,FC Juvantus,0,5,2023,6
PoPo,HaTP,3,3,2023,6
Chicken Wings/2,FC Kontu/TDJ,3,1,2023,6
FC Viikingit/S.C.P Legends,Ruila,0,0,2023,6
Valtti/R.O.U.,Veijarit,2,2,2023,6
FC POHU/Shrimps,Gnistan/3,1,10,2023,6
Ponnistus/Peruskallio,KäPa/NoLe,0,3,2023,6
AC JazzPa,FC Tuusula,1,2,2023,6
Polin Pallo,PiTa,5,2,2023,6
Flamingo United,FC Villisiat,5,3,2023,6
HaTP,Jäntevä/Ukot,0,1,2023,6
Iitin Pallo-68,JaVo,4,0,2023,6
HP-47,Naseva,2,2,2023,6
MLHF,Chicken Wings/2,1,6,2023,6
FC Loviisa/2,PaPe,0,2,2023,6
KJS/Sininen,ViTa,7,1,2023,6
AFC EMU,FC Vantaa,2,2,2023,6
FC Etapo,PoPo,0,0,2023,6
KPPK,FC Honka/Leopardit,1,1,2023,6
Ruila,Valtti/R.O.U.,8,3,2023,6
Vermo Vikings,FC POHU/Atl Koffari,5,2,2023,6
MK-United,Vietfin FC,1,0,2023,6
Länsiväylän Dynamo,Hukat,1,6,2023,6
FCFJ,AC JazzPa,3,1,2023,6
KFFK,LePa/Via Alberga,2,1,2023,6
Kilo IF/1,LJS/Reservi,1,1,2023,6
JäPS/United,KeiKa,5,2,2023,6
Wartti/Wild Boars,HerTo/3,0,0,2023,6
FC LP,El-Nibras FC,0,11,2023,6
FC ST4Y,TiPS/Legends,3,2,2023,6
HeMan,FC Nile,0,6,2023,6
FC FC,Strikers/Bertil,2,1,2023,6
PK-35/Legendat,Kulps,3,0,2023,6
PPS/Diablos Rojos,Andalus FC,1,5,2023,6
FC POHU/SiPa,Kurvin Vauhti/Partiz,4,1,2023,6
FC Germania/Akademie,Ponnistus/Peruskallio,2,4,2023,6
MyPa/FC,ViSa,0,4,2023,6
KäPa/NoLe,Kullervo/Mosaic,4,2,2023,6
Veijarit,FC Viikingit/S.C.P Legends,2,3,2023,6
FC Kapina/2,HausPa,1,3,2023,6
KarPo,HiHi,0,2,2023,6
Käpylä Maanantai,HJK/Töölön Ihme,3,1,2023,6
ToTe/Keparoi,FC POHU/Shrimps,6,0,2023,6
Gnistan/3,AC StaSi,2,3,2023,6
Ponnistus/Kermaa,FC Degis,1,4,2023,6
Trikiinit,HPS/Jägers,3,5,2023,6
Valtti/R.O.U.,FC Kontu/TDJ,0,6,2023,6
HePuLi,HooGee/Hodari,2,0,2023,6
FC Juvantus,HDS/Express,3,6,2023,6
FC Eagles,KäPa/3,5,3,2023,6
Gilla FC,Geishan Pallo,4,2,2023,6
HaTP,HaPK Edustus/2,2,4,2023,6
JaVo,HP-47,2,2,2023,6
Kilo IF/3,Vermo Vikings,2,2,2023,6
FC Vantaa,TiPS/Legends,3,2,2023,6
FC Nile,FC Germania/Akademie,5,0,2023,6
PaPe,Iitin Pallo-68,0,2,2023,6
HAlku/FC,FCFJ,0,4,2023,6
MLHF,Veijarit,3,3,2023,6
Pelikaani,HausPa,2,0,2023,6
KJS/Sininen,Hukat,1,2,2023,6
KäPa/3,Gnistan/3,1,3,2023,6
FC Loviisa/2,LIK,3,0,2023,6
FC POHU/Shrimps,Ponnistus/Kermaa,0,3,2023,6
Geishan Pallo,HePuLi,2,0,2023,6
FC Degis,AC StaSi,1,2,2023,6
Andalus FC,MK-United,0,1,2023,6
PK-35/Legendat,FC Eagles,1,1,2023,6
HooGee/Hodari,HDS/Express,2,0,2023,6
FC Samba,Polin Pallo,3,1,2023,6
PiTa,FC POHU/Atl Koffari,0,1,2023,6
Kulps,ToTe/Keparoi,1,2,2023,6
FC LP,Kilo IF/1,0,12,2023,6
Vietfin FC,KoPa,3,0,2023,6
Jäntevä/Ukot,FC Etapo,3,3,2023,6
ViTa,KFFK,3,1,2023,6
HiHi,MyPa/FC,1,1,2023,6
Ponnistus/Peruskallio,FC POHU/SiPa,1,2,2023,6
El-Nibras FC,Länsiväylän Dynamo,6,0,2023,6
CLE/B,KPPK,0,4,2023,6
Strikers/Bertil,Trikiinit,5,0,2023,6
HJK/Töölön Ihme,HeMan,0,5,2023,6
HerTo/3,Ruila,3,3,2023,6
MLHF,Valtti/R.O.U.,4,0,2023,6
FC FC,FC Juvantus,2,1,2023,6
Chicken Wings/2,Wartti/Wild Boars,0,1,2023,6
Naseva,Flamingo United,2,1,2023,6
FC Kontu/Kupa,AFC EMU,1,0,2023,6
PoPo,KarPo,6,0,2023,6
Käpylä Maanantai,KäPa/NoLe,1,6,2023,6
AC JazzPa,JäPS/United,2,1,2023,6
Kurvin Vauhti/Partiz,Kullervo/Mosaic,1,2,2023,6
Flamingo United,FC Loviisa/2,2,0,2023,6
HPS/Jägers,Gilla FC,0,2,2023,6
Iitin Pallo-68,Naseva,1,1,2023,6
FC Villisiat,JaVo,4,1,2023,6
HausPa,HAlku/FC,3,1,2023,6
FC Vantaa,Vietfin FC,1,1,2023,6
HP-47,LIK,9,2,2023,6
TiPS/Legends,Andalus FC,1,0,2023,6
Ruila,Veijarit,4,1,2023,6
HooGee/Hodari,HPS/Jägers,3,3,2023,6
KJS/Sininen,Kilo IF/1,4,2,2023,6
AFC EMU,PPS/Diablos Rojos,1,1,2023,6
KarPo,HaPK Edustus/2,1,0,2023,6
Wartti/Wild Boars,Valtti/R.O.U.,6,2,2023,6
KPPK,FC Samba,0,1,2023,6
PK-35/Legendat,FC POHU/Shrimps,3,0,2023,6
FC Degis,Kulps,5,2,2023,6
MK-United,FC Kontu/Kupa,2,1,2023,6
Länsiväylän Dynamo,ViTa,3,5,2023,6
FCFJ,KeiKa,4,0,2023,6
Polin Pallo,Kilo IF/3,7,1,2023,6
JäPS/United,FC Kapina/2,1,1,2023,6
PiTa,FC Honka/Leopardit,2,1,2023,6
AC StaSi,FC Eagles,3,3,2023,6
HeMan,Ponnistus/Peruskallio,1,2,2023,6
FC Viikingit/S.C.P Legends,Chicken Wings/2,0,1,2023,6
FC Etapo,HiHi,1,0,2023,6
FC Kontu/TDJ,MLHF,4,0,2023,6
Ponnistus/Kermaa,KäPa/3,1,3,2023,6
ViSa,PoPo,1,1,2023,6
FC POHU/Atl Koffari,CLE/B,3,0,2023,6
ToTe/Keparoi,Gnistan/3,2,1,2023,6
HDS/Express,Strikers/Bertil,2,1,2023,6
Kurvin Vauhti/Partiz,FC Nile,2,6,2023,6
Gilla FC,FC Juvantus,8,0,2023,6
LJS/Reservi,El-Nibras FC,5,0,2023,6
Pelikaani,AC JazzPa,4,0,2023,6
LePa/Via Alberga,Hukat,0,4,2023,6
MyPa/FC,HaTP,1,6,2023,6
FC POHU/SiPa,Käpylä Maanantai,1,1,2023,6
KoPa,FC ST4Y,0,13,2023,6
HePuLi,FC FC,2,2,2023,6
Kullervo/Mosaic,HJK/Töölön Ihme,8,2,2023,6
Trikiinit,Geishan Pallo,0,3,2023,6
FC Germania/Akademie,KäPa/NoLe,1,5,2023,6
Tavastia/FC Mojo,Vermo Vikings,0,3,2023,6
Valtti/R.O.U.,FC Viikingit/S.C.P Legends,1,4,2023,6
LIK,Iitin Pallo-68,2,3,2023,6
JaVo,Flamingo United,2,3,2023,6
HaTP,ViSa,1,1,2023,6
HausPa,KeiKa,0,1,2023,6
PaPe,HP-47,0,3,2023,6
ViTa,LJS/Reservi,0,0,2023,6
Gnistan/3,PK-35/Legendat,3,2,2023,6
FC Loviisa/2,FC Villisiat,1,3,2023,6
FC Juvantus,Trikiinit,2,2,2023,6
HAlku/FC,JäPS/United,1,7,2023,6
HaPK Edustus/2,FC Etapo,4,1,2023,6
Kulps,Ponnistus/Kermaa,0,2,2023,6
FC LP,LePa/Via Alberga,7,7,2023,6
Geishan Pallo,HDS/Express,4,5,2023,6
Vietfin FC,AFC EMU,3,1,2023,6
ToTe/Keparoi,FC Eagles,2,1,2023,6
Vermo Vikings,KPPK,3,1,2023,6
Kilo IF/1,Länsiväylän Dynamo,4,0,2023,6
FC Samba,FC POHU/Atl Koffari,4,0,2023,6
FC FC,HooGee/Hodari,3,2,2023,6
Andalus FC,KoPa,4,2,2023,6
Hukat,KFFK,1,0,2023,6
KäPa/3,FC Degis,0,4,2023,6
Jäntevä/Ukot,KarPo,4,1,2023,6
El-Nibras FC,KJS/Sininen,3,1,2023,6
KäPa/NoLe,HeMan,6,1,2023,6
HJK/Töölön Ihme,FC Germania/Akademie,1,1,2023,6
HPS/Jägers,HePuLi,8,0,2023,6
FC ST4Y,MK-United,2,2,2023,6
PPS/Diablos Rojos,FC Vantaa,2,2,2023,6
FC POHU/Shrimps,AC StaSi,0,9,2023,6
Veijarit,Wartti/Wild Boars,3,4,2023,6
HerTo/3,FC Kontu/TDJ,3,1,2023,6
LJS/Reservi,LePa/Via Alberga,3,0,2023,6
FC Honka/Leopardit,Polin Pallo,2,5,2023,6
Kilo IF/3,PiTa,0,2,2023,6
FC Tuusula,Pelikaani,0,8,2023,6
Käpylä Maanantai,Kurvin Vauhti/Partiz,3,1,2023,6
CLE/B,Tavastia/FC Mojo,1,3,2023,6
Chicken Wings/2,Ruila,2,0,2023,6
PoPo,MyPa/FC,9,0,2023,6
FC Kontu/Kupa,TiPS/Legends,0,3,2023,6
FC Kapina/2,FCFJ,0,3,2023,6
Ponnistus/Peruskallio,Kullervo/Mosaic,3,2,2023,6
FC Nile,FC POHU/SiPa,5,0,2023,6
Strikers/Bertil,Gilla FC,1,7,2023,6
TiPS/Legends,PPS/Diablos Rojos,1,0,2023,6
HP-47,Iitin Pallo-68,2,0,2023,6
LIK,Flamingo United,0,1,2023,6
Veijarit,Chicken Wings/2,0,3,2023,6
HausPa,FC Tuusula,3,0,2023,6
PaPe,FC Villisiat,3,0,2023,6
FC Germania/Akademie,HeMan,0,2,2023,6
FC Viikingit/S.C.P Legends,MLHF,5,1,2023,6
KJS/Sininen,Länsiväylän Dynamo,1,2,2023,6
Geishan Pallo,HPS/Jägers,2,2,2023,6
HAlku/FC,Pelikaani,2,4,2023,6
HaPK Edustus/2,MyPa/FC,3,1,2023,6
FC Juvantus,HePuLi,1,0,2023,6
Gnistan/3,Ponnistus/Kermaa,7,0,2023,6
KarPo,FC Etapo,2,0,2023,6
Strikers/Bertil,HooGee/Hodari,1,0,2023,6
FC ST4Y,AFC EMU,0,1,2023,6
Kilo IF/1,KFFK,2,0,2023,6
Vermo Vikings,Polin Pallo,0,7,2023,6
KeiKa,AC JazzPa,0,3,2023,6
JäPS/United,FCFJ,1,5,2023,6
CLE/B,PiTa,0,4,2023,6
HJK/Töölön Ihme,Kurvin Vauhti/Partiz,2,3,2023,6
Andalus FC,FC Vantaa,3,1,2023,6
FC Samba,FC Honka/Leopardit,2,2,2023,6
Tavastia/FC Mojo,KPPK,1,0,2023,6
Jäntevä/Ukot,ViSa,0,3,2023,6
AC StaSi,KäPa/3,4,1,2023,6
ViTa,Hukat,0,1,2023,6
HiHi,PoPo,1,6,2023,6
FC Eagles,FC Degis,2,2,2023,6
Ruila,Wartti/Wild Boars,1,4,2023,6
FC POHU/Atl Koffari,Kilo IF/3,5,1,2023,6
Ponnistus/Peruskallio,FC Nile,1,3,2023,6
HDS/Express,FC FC,4,0,2023,6
Veijarit,FC Kontu/TDJ,3,4,2023,6
Gilla FC,Trikiinit,6,0,2023,6
LJS/Reservi,FC LP,5,1,2023,6
LePa/Via Alberga,El-Nibras FC,3,1,2023,6
KäPa/NoLe,FC POHU/SiPa,3,1,2023,6
KoPa,MK-United,2,9,2023,6
Naseva,JaVo,2,1,2023,6
FC POHU/Shrimps,Kulps,1,1,2023,6
Kullervo/Mosaic,Käpylä Maanantai,1,2,2023,6
FC Kontu/Kupa,Vietfin FC,3,3,2023,6
ToTe/Keparoi,PK-35/Legendat,1,3,2023,6
JaVo,PaPe,2,3,2023,6
HaTP,HiHi,1,2,2023,6
Kilo IF/3,FC Samba,2,4,2023,6
FC Vantaa,FC ST4Y,1,5,2023,6
Ponnistus/Kermaa,ToTe/Keparoi,0,4,2023,6
Pelikaani,FC Kapina/2,2,0,2023,6
KäPa/3,FC POHU/Shrimps,3,3,2023,6
FC Villisiat,LIK,7,0,2023,6
FC Degis,Gnistan/3,3,2,2023,6
HeMan,Kullervo/Mosaic,1,2,2023,6
Vietfin FC,Andalus FC,2,0,2023,6
FC LP,ViTa,2,7,2023,6
Länsiväylän Dynamo,LJS/Reservi,1,4,2023,6
HooGee/Hodari,FC Juvantus,1,2,2023,6
PiTa,Vermo Vikings,2,2,2023,6
KFFK,KJS/Sininen,1,0,2023,6
FC Eagles,Kulps,4,0,2023,6
MK-United,TiPS/Legends,3,1,2023,6
Hukat,El-Nibras FC,1,0,2023,6
Polin Pallo,Tavastia/FC Mojo,12,1,2023,6
KPPK,FC POHU/Atl Koffari,0,1,2023,6
FC Kontu/TDJ,Ruila,2,0,2023,6
FC Loviisa/2,Naseva,4,1,2023,6
ViSa,HaPK Edustus/2,4,0,2023,6
PK-35/Legendat,AC StaSi,2,2,2023,6
Käpylä Maanantai,Ponnistus/Peruskallio,1,6,2023,6
FC Nile,HJK/Töölön Ihme,8,1,2023,6
FC FC,Geishan Pallo,2,1,2023,6
HerTo/3,Chicken Wings/2,2,5,2023,6
HePuLi,Gilla FC,1,7,2023,6
PPS/Diablos Rojos,FC Kontu/Kupa,4,2,2023,6
FC Honka/Leopardit,CLE/B,2,0,2023,6
LePa/Via Alberga,Kilo IF/1,0,3,2023,6
FC Tuusula,KeiKa,3,4,2023,6
Kurvin Vauhti/Partiz,KäPa/NoLe,0,3,2023,6
MyPa/FC,KarPo,1,3,2023,6
FC POHU/SiPa,FC Germania/Akademie,1,2,2023,6
HPS/Jägers,Strikers/Bertil,3,2,2023,6
Wartti/Wild Boars,FC Viikingit/S.C.P Legends,3,2,2023,6
AFC EMU,KoPa,2,0,2023,6
PoPo,Jäntevä/Ukot,4,1,2023,6
Trikiinit,HDS/Express,0,1,2023,6
AC JazzPa,HAlku/FC,3,0,2023,6
HausPa,FCFJ,0,3,2023,6
El-Nibras FC,Hukat,4,3,2023,6
MLHF,Wartti/Wild Boars,1,1,2023,6
ToTe/Keparoi,AC StaSi,1,2,2023,6
FC POHU/Shrimps,FC Eagles,2,2,2023,6
HJK/Töölön Ihme,Ponnistus/Peruskallio,2,1,2023,6
Hukat,LePa/Via Alberga,5,2,2023,6
KPPK,Tavastia/FC Mojo,1,1,2023,6
HePuLi,FC Juvantus,3,4,2023,6
MyPa/FC,FC Etapo,1,0,2023,6
Iitin Pallo-68,FC Loviisa/2,3,0,2023,6
LIK,PaPe,1,4,2023,6
Iitin Pallo-68,Flamingo United,5,1,2023,6
PK-35/Legendat,Ponnistus/Kermaa,8,2,2023,6
FC Germania/Akademie,Käpylä Maanantai,1,1,2023,6
AC StaSi,Kulps,2,4,2023,6
HausPa,AC JazzPa,2,1,2023,6
HP-47,FC Loviisa/2,3,3,2023,6
FC POHU/Shrimps,FC Degis,1,4,2023,6
TiPS/Legends,Vietfin FC,0,1,2023,6
ToTe/Keparoi,KäPa/3,4,0,2023,6
KJS/Sininen,FC LP,0,2,2023,6
Wartti/Wild Boars,FC Kontu/TDJ,1,1,2023,6
Ruila,MLHF,6,1,2023,6
Ponnistus/Peruskallio,Kurvin Vauhti/Partiz,0,2,2023,6
Vermo Vikings,CLE/B,4,4,2023,6
HeMan,FC POHU/SiPa,0,0,2023,6
KeiKa,Pelikaani,2,2,2023,6
Länsiväylän Dynamo,KFFK,2,1,2023,6
FC Eagles,Gnistan/3,4,0,2023,6
MK-United,AFC EMU,2,0,2023,6
JäPS/United,FC Tuusula,1,1,2023,6
HDS/Express,HPS/Jägers,3,3,2023,6
FC Samba,PiTa,0,0,2023,6
Hukat,LJS/Reservi,2,4,2023,6
KäPa/NoLe,HJK/Töölön Ihme,14,0,2023,6
FC ST4Y,Andalus FC,1,1,2023,6
FC Etapo,MyPa/FC,1,0,2023,6
ViTa,LePa/Via Alberga,1,2,2023,6
Trikiinit,HePuLi,1,2,2023,6
HaPK Edustus/2,Jäntevä/Ukot,1,1,2023,6
HiHi,ViSa,2,2,2023,6
FC Juvantus,Strikers/Bertil,0,2,2023,6
FC Viikingit/S.C.P Legends,HerTo/3,5,1,2023,6
Kilo IF/1,El-Nibras FC,2,1,2023,6
Tavastia/FC Mojo,Kilo IF/3,1,2,2023,6
Geishan Pallo,HooGee/Hodari,2,1,2023,6
KoPa,PPS/Diablos Rojos,0,13,2023,6
Naseva,FC Villisiat,1,1,2023,6
KPPK,Polin Pallo,0,2,2023,6
Kullervo/Mosaic,FC Nile,1,3,2023,6
FC POHU/Atl Koffari,FC Honka/Leopardit,1,3,2023,6
FC Kapina/2,HAlku/FC,0,1,2023,6
KarPo,HaTP,1,6,2023,6
FC Kontu/Kupa,FC Vantaa,0,2,2023,6
Gilla FC,FC FC,2,2,2023,6
HeMan,Kurvin Vauhti/Partiz,2,0,2023,6
HePuLi,Strikers/Bertil,1,2,2023,6
KPPK,PiTa,1,0,2023,6
FC Tuusula,JäPS/United,0,1,2023,6
Hukat,ViTa,5,1,2023,6
AC StaSi,FC POHU/Shrimps,3,0,2023,6
FC Juvantus,HooGee/Hodari,1,1,2023,6
HeMan,FC Germania/Akademie,1,1,2023,6
HJK/Töölön Ihme,FC Nile,0,9,2023,6
PaPe,Naseva,0,3,2023,6
Vietfin FC,FC ST4Y,4,0,2023,6
HaTP,FC Etapo,1,2,2023,6
Strikers/Bertil,Geishan Pallo,3,1,2023,6
FC Tuusula,FCFJ,1,2,2023,6
Pelikaani,JäPS/United,8,0,2023,6
HAlku/FC,KeiKa,0,0,2023,6
FC Villisiat,HP-47,1,6,2023,6
JaVo,LIK,2,0,2023,6
FC FC,Trikiinit,3,1,2023,6
FC LP,Länsiväylän Dynamo,4,5,2023,6
FC Degis,ToTe/Keparoi,3,1,2023,6
Polin Pallo,FC POHU/Atl Koffari,2,1,2023,6
HooGee/Hodari,Gilla FC,0,2,2023,6
FC Nile,KäPa/NoLe,1,3,2023,6
El-Nibras FC,ViTa,4,1,2023,6
CLE/B,FC Samba,1,8,2023,6
Hukat,Kilo IF/1,1,2,2023,6
PiTa,Tavastia/FC Mojo,3,1,2023,6
Jäntevä/Ukot,HiHi,1,0,2023,6
Andalus FC,FC Kontu/Kupa,1,0,2023,6
Käpylä Maanantai,HeMan,0,3,2023,6
ViSa,KarPo,4,0,2023,6
HPS/Jägers,FC Juvantus,4,1,2023,6
Chicken Wings/2,Valtti/R.O.U.,3,0,2023,6
PPS/Diablos Rojos,MK-United,1,5,2023,6
FC POHU/SiPa,Kullervo/Mosaic,0,3,2023,6
Kurvin Vauhti/Partiz,FC Germania/Akademie,4,3,2023,6
Kulps,Gnistan/3,0,4,2023,6
FC Kontu/TDJ,FC Viikingit/S.C.P Legends,1,8,2023,6
HePuLi,HDS/Express,2,7,2023,6
LePa/Via Alberga,KJS/Sininen,2,1,2023,6
FC Honka/Leopardit,Vermo Vikings,1,1,2023,6
Kilo IF/3,KPPK,4,2,2023,6
KFFK,LJS/Reservi,0,2,2023,6
FC Loviisa/2,Iitin Pallo-68,0,2,2023,6
FC Vantaa,KoPa,6,1,2023,6
KäPa/3,PK-35/Legendat,1,9,2023,6
HerTo/3,Veijarit,0,6,2023,6
PoPo,HaPK Edustus/2,5,2,2023,6
AC JazzPa,FC Kapina/2,5,0,2023,6
Ponnistus/Kermaa,AC StaSi,1,1,2023,6
Flamingo United,PaPe,7,0,2023,6
LIK,Naseva,4,4,2023,6
FC ST4Y,FC Kontu/Kupa,0,0,2023,6
Iitin Pallo-68,FC Villisiat,3,2,2023,6
HaTP,PoPo,2,4,2023,6
Kilo IF/3,FC Honka/Leopardit,0,6,2023,6
MLHF,HerTo/3,1,2,2023,6
FC Loviisa/2,JaVo,4,2,2023,6
KJS/Sininen,LJS/Reservi,3,2,2023,6
FC Etapo,ViSa,1,0,2023,6
Tavastia/FC Mojo,FC POHU/Atl Koffari,0,4,2023,6
HaPK Edustus/2,HiHi,8,0,2023,6
Vermo Vikings,FC Samba,1,0,2023,6
MK-United,FC Vantaa,3,0,2023,6
Länsiväylän Dynamo,LePa/Via Alberga,0,1,2023,6
FCFJ,Pelikaani,5,2,2023,6
Polin Pallo,CLE/B,3,1,2023,6
JäPS/United,HausPa,5,2,2023,6
Trikiinit,HooGee/Hodari,2,1,2023,6
Hukat,FC LP,3,0,2023,6
Kilo IF/1,ViTa,3,0,2023,6
FC Eagles,Ponnistus/Kermaa,4,1,2023,6
AFC EMU,Andalus FC,1,4,2023,6
FC Kontu/TDJ,Chicken Wings/2,0,2,2023,6
PPS/Diablos Rojos,Vietfin FC,1,0,2023,6
Gnistan/3,FC POHU/Shrimps,13,0,2023,6
FC Juvantus,Geishan Pallo,4,2,2023,6
Käpylä Maanantai,FC Nile,1,6,2023,6
KFFK,El-Nibras FC,1,1,2023,6
FC Kapina/2,KeiKa,1,5,2023,6
FC Tuusula,AC JazzPa,1,4,2023,6
FC POHU/SiPa,HJK/Töölön Ihme,5,0,2023,6
MyPa/FC,Jäntevä/Ukot,1,10,2023,6
KoPa,TiPS/Legends,1,3,2023,6
Ruila,FC Viikingit/S.C.P Legends,3,8,2023,6
FC Germania/Akademie,Kullervo/Mosaic,0,6,2023,6
KäPa/NoLe,Ponnistus/Peruskallio,4,1,2023,6
PK-35/Legendat,FC Degis,3,1,2023,6
KäPa/3,Kulps,4,3,2023,6
FC FC,HPS/Jägers,2,0,2023,6
Gilla FC,HDS/Express,3,1,2023,6
Valtti/R.O.U.,Ruila,1,7,2023,6
FC Villisiat,Flamingo United,3,2,2023,6
JaVo,Iitin Pallo-68,0,0,2023,6
Ponnistus/Kermaa,FC POHU/Shrimps,2,1,2023,6
FC Vantaa,AFC EMU,1,1,2023,6
HausPa,FC Kapina/2,1,1,2023,6
PaPe,FC Loviisa/2,2,2,2023,6
PiTa,Polin Pallo,1,7,2023,6
Chicken Wings/2,MLHF,3,1,2023,6
Geishan Pallo,Gilla FC,0,2,2023,6
TiPS/Legends,FC ST4Y,3,0,2023,6
HAlku/FC,FC Tuusula,0,3,2023,6
Kullervo/Mosaic,KäPa/NoLe,1,1,2023,6
FC Kontu/Kupa,KoPa,3,2,2023,6
FC Degis,Ponnistus/Kermaa,3,0,2023,6
HerTo/3,Wartti/Wild Boars,0,1,2023,6
Vietfin FC,MK-United,0,0,2023,6
FC Samba,Tavastia/FC Mojo,8,0,2023,6
KeiKa,JäPS/United,2,2,2023,6
HooGee/Hodari,HePuLi,4,1,2023,6
FC POHU/Atl Koffari,Vermo Vikings,3,1,2023,6
KäPa/3,FC Eagles,3,7,2023,6
Strikers/Bertil,FC FC,2,2,2023,6
Andalus FC,PPS/Diablos Rojos,1,2,2023,6
Hukat,Länsiväylän Dynamo,6,0,2023,6
El-Nibras FC,FC LP,6,1,2023,6
ViTa,KJS/Sininen,0,2,2023,6
Jäntevä/Ukot,HaTP,1,1,2023,6
HiHi,KarPo,3,3,2023,6
ViSa,MyPa/FC,4,2,2023,6
Ponnistus/Peruskallio,FC Germania/Akademie,3,0,2023,6
Kulps,PK-35/Legendat,0,1,2023,6
Kurvin Vauhti/Partiz,FC POHU/SiPa,1,3,2023,6
LJS/Reservi,Kilo IF/1,4,2,2023,6
HDS/Express,FC Juvantus,5,1,2023,6
FC Honka/Leopardit,KPPK,2,0,2023,6
LePa/Via Alberga,KFFK,1,1,2023,6
Naseva,HP-47,2,2,2023,6
FC Viikingit/S.C.P Legends,Veijarit,6,0,2023,6
PoPo,FC Etapo,5,1,2023,6
FC POHU/Shrimps,ToTe/Keparoi,0,6,2023,6
AC StaSi,Gnistan/3,0,3,2023,6
AC JazzPa,FCFJ,0,7,2023,6
HJK/Töölön Ihme,Käpylä Maanantai,1,4,2023,6
FC Nile,HeMan,3,1,2023,6
CLE/B,Kilo IF/3,1,3,2023,6
HPS/Jägers,Trikiinit,6,0,2023,6
Gilla FC,HPS/Jägers,2,2,2023,6
FC Kapina/2,FC Tuusula,1,2,2023,6
Flamingo United,Naseva,1,0,2023,6
Polin Pallo,FC Samba,4,2,2023,6
HP-47,JaVo,4,1,2023,6
LIK,FC Loviisa/2,1,6,2023,6
Iitin Pallo-68,PaPe,2,1,2023,6
HausPa,Pelikaani,2,2,2023,6
TiPS/Legends,FC Vantaa,7,0,2023,6
Veijarit,MLHF,1,5,2023,6
FC Kontu/TDJ,Valtti/R.O.U.,4,3,2023,6
Trikiinit,Strikers/Bertil,0,6,2023,6
Gnistan/3,KäPa/3,7,2,2023,6
HaPK Edustus/2,HaTP,1,3,2023,6
Vermo Vikings,Kilo IF/3,2,3,2023,6
MK-United,Andalus FC,0,3,2023,6
Länsiväylän Dynamo,El-Nibras FC,2,3,2023,6
FCFJ,HAlku/FC,8,0,2023,6
Kilo IF/1,FC LP,10,0,2023,6
KFFK,ViTa,2,2,2023,6
JäPS/United,AC JazzPa,2,2,2023,6
HeMan,HJK/Töölön Ihme,2,0,2023,6
Hukat,KJS/Sininen,7,0,2023,6
HDS/Express,HooGee/Hodari,7,0,2023,6
FC Etapo,Jäntevä/Ukot,0,3,2023,6
KPPK,CLE/B,0,1,2023,6
Wartti/Wild Boars,Chicken Wings/2,2,2,2023,6
KarPo,PoPo,1,2,2023,6
FC POHU/Atl Koffari,PiTa,1,0,2023,6
